lat,lng,periodo,fecha,dia,horario,horario_hasta,evento,lugar,direccion,descripcion,organiza,barrio,comuna,codigo_postal,codigo_postal_arg
-34.586496000000004,-58.391578,201710,04/10/2017,MIERCOLES,19 h,,"MÚSICA RADAR: Las Armas BS AS, Prusia, Harén",Terraza. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Radar Música,todos los miércoles del año se presentan distintas bandas que representan lo más nuevo de la escena musical independiente.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201710,06/10/2017,VIERNES,17 h,,TEATRO: Las Hermanas Stupendas,Capilla. Centro Cultural Recoleta, Junín 1930,"Como parte de la programación Teatro Recoleta, se presenta esta obra de Florencia Gonzalez. ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201710,06/10/2017,VIERNES,21 h,,CINE: El Teorema de Santiago,Cine. Centro Cultural Recoleta, Junín 1930,Dentro del Ciclo de Cine Recoleta se presenta esta película de Ignacio Masllorens y Estanislao Buisel,DGCCR,Recoleta,Comuna 2,1113.0,
-34.58665,-58.39156,201710,06/10/2017,VIERNES,21 h,,DANZA: Los Huesos,Capilla. Centro Cultural Recoleta, Junín 1931,"La propuesta artística de la gran bailarina y coreógrafa Leticia Mazur, que trata sobre el cuerpo, la identidad, la presencia, las formas de vincularnos y la libertad.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201710,07/10/2017,SABADO,11 30 h,,HIP HOP FDL Jam Vol 2,Patio del Aljibe y Sala 6. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Cultura Hip Hop, todos los sábados del año, jóvenes artistas nacionales comparten pista de baile, murales, bandejas, junto a Fuera de Límite Crew, cmo colectivo artístico resdente. Este Fin de semana se realiza la Competencia Nacional de Breaking",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201710,07/10/2017,SABADO,11 30 h,,Visualhiohop,Sala 6. Centro Cultural Recoleta.,Junín 1930,"El mundo del Hip Hop expresado en sus 4 elementos: rap (mcs), música (dj), danza (breakin) y graffitti se verán reflejados en la muestra fotográfica de Santiago Benitez. Durante Octubre ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201710,07/10/2017,SABADO,17 h,,TEATRO: Dios,Capilla. Centro Cultural Recoleta, Junín 1930,"Como parte de la programación Teatro Recoleta, se presenta esta obra de Lisandro Rodriguez, situada en una capilla devenida en Teatro, habla sobre la reconstruciión del presente, la precariedad de una escena que agoniza, y el hecho mismo de la actuación. Cuando esta no basta ni nos pertenece, recurrimos a Dios.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201710,07/10/2017,SABADO,20 h,,CINE: El Espacio entre los dos.,Cine. Centro Cultural Recoleta, Junín 1930,Dentro del Ciclo de Cine Radar se presenta esta película de  Nadir Medina,DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201710,07/10/2017,SABADO,21 h,,TEATRO: Las Hermanas Stupendas,Capilla. Centro Cultural Recoleta, Junín 1930,"Como parte de la programación Teatro Recoleta, se presenta esta obra de Florencia Gonzalez. ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201710,08/10/2017,DOMINGO,11 30 h,,HIP HOP FDL Jam Vol 2,Patio del Aljibe y Sala 6. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Cultura Hip Hop, todos los sábados del año, jóvenes artistas nacionales comparten pista de baile, murales, bandejas, junto a Fuera de Límite Crew, cmo colectivo artístico resdente. Este Fin de semana se realiza la Competencia Nacional de Breaking",DGCCR,Recoleta,Comuna 2,1113.0,
-34.58665,-58.39156,201710,08/10/2017,DOMINGO,17 h ,,DANZA: Los Huesos,Capilla. Centro Cultural Recoleta, Junín 1931,"La propuesta artística de la gran bailarina y coreógrafa Leticia Mazur, que trata sobre el cuerpo, la identidad, la presencia, las formas de vincularnos y la libertad.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201710,08/10/2017,DOMINGO,19 h,,CINE: Le Blu,Cine. Centro Cultural Recoleta, Junín 1930,Dentro del Ciclo de Cine Recoleta se presenta esta película de Guillermo Rovira,DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201710,08/10/2017,DOMINGO,21 h,,TEATRO: Dios,Capilla. Centro Cultural Recoleta, Junín 1930,"Como parte de la programación Teatro Recoleta, se presenta esta obra de Lisandro Rodriguez, situada en una capilla devenida en Teatro, habla sobre la reconstruciión del presente, la precariedad de una escena que agoniza, y el hecho mismo de la actuación. Cuando esta no basta ni nos pertenece, recurrimos a Dios.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201710,11/10/2017,MIERCOLES,19 h,,"MÚSICA RADAR: QOME, Sol del Río, Translúcido",Patio del Aljibe. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Radar Música,todos los miércoles del año se presentan distintas bandas que representan lo más nuevo de la escena musical independiente.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201710,11/10/2017,MIERCOLES,20.30 h,,CINE: Invasión ,Cine. Centro Cultural Recoleta, Junín 1930,Dentro del Ciclo de Cine Recoleta se presenta esta película de Hugo Santiago,DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201710,12/10/2017,JUEVES,1830 h,,LITERATURA: Maratón de Poesía Las Pibas,Patio del Aljibe y Sala 6. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Radar Literatura, se presentan, una vez al mes, distintos encuentros que fusionan la litratura, el teatro, el spoken word, la música,el dibujo, el free style y otras corrientes culturales.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201710,13/10/2017,VIERNES,21 h,,CINE: El Teorema de Santiago,Cine. Centro Cultural Recoleta, Junín 1930,Dentro del Ciclo de Cine Recoleta se presenta esta película de Ignacio Masllorens y Estanislao Buisel,DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201710,14/10/2017,Sábad,14 h,,CLAVE 13/17: Festival,Patio del Aljibe y Sala 6. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Clave 13/17, creado para adolescentes de 13 a 17 años, se desarrollará este Festival donde 200 adolescentes seleccionados en distintas disciplinas expondrán sus producciones.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201710,14/10/2017,SABADO,20 h,,CINE: El Espacio entre los dos.,Cine. Centro Cultural Recoleta, Junín 1930,Dentro del Ciclo de Cine Radar se presenta esta película de  Nadir Medina,DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201710,15/10/2017,DOMINGO,14 h,,CLAVE 13/17: Festival,Patio del Aljibe y Sala 6. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Clave 13/17, creado para adolescentes de 13 a 17 años, se desarrollará este Festival donde 200 adolescentes seleccionados en distintas disciplinas expondrán sus producciones.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201710,15/10/2017,DOMINGO,19 h,,CINE: Le Blu,Cine. Centro Cultural Recoleta, Junín 1930,Dentro del Ciclo de Cine Recoleta se presenta esta película de Guillermo Rovira,DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201710,17/10/2017,MARTES,19 h ,,VISUALES: Anton Regularis,Sala 8. Centro Cultural Recoleta, Junín 1930,"Pinturas que representan la narración de mitos y ficciones. Una historia sobre dioses y seres mitológicos, fuerzas de la naturaleza que atraviesan al ser humano a lo largo de su existencia. Artista: Manuell Aja Espil. Hasta el 17 de Diciembre",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201710,18/10/2017,MIERCOLES,19 h,,"MÚSICA RADAR: Sambara, Sigmaluca, Cisne Elocuente",Patio del Aljibe. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Radar Música,todos los miércoles del año se presentan distintas bandas que representan lo más nuevo de la escena musical independiente.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201710,18/10/2017,MIERCOLES,20.30 h,,CINE: Borges / Santiago. Variaciones sobre un guión ,Cine. Centro Cultural Recoleta, Junín 1930,Dentro del Ciclo de Cine Recoleta se presenta esta película de Alejo Moguillansky,DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201710,20/10/2017,VIERNES,20.3,,PERFORMANCE: Nomofobia,Capilla. Centro Cultural Recoleta, Junín 1930,Performance de David Gaitán y Marina Otero,DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201710,20/10/2017,VIERNES,21 h,,CINE: El Teorema de Santiago,Cine. Centro Cultural Recoleta, Junín 1930,Dentro del Ciclo de Cine Recoleta se presenta esta película de Ignacio Masllorens y Estanislao Buisel,DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201710,21/10/2017,SABADO,15 h,,HIP HOP ,Patio del Aljibe y Sala 6. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Cultura Hip Hop, todos los sábados del año, jóvenes artistas nacionales comparten pista de baile, murales, bandejas, junto a Fuera de Límite Crew, cmo colectivo artístico resdente. ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201710,21/10/2017,SABADO,20 h,,CINE: El Espacio entre los dos.,Cine. Centro Cultural Recoleta, Junín 1930,Dentro del Ciclo de Cine Radar se presenta esta película de  Nadir Medina,DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201710,25/10/2017,MIERCOLES,19 h,,"MÚSICA RADAR: Pollera Pantalón, La RitMic, Nuna Malta",Patio del Aljibe. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Radar Música,todos los miércoles del año se presentan distintas bandas que representan lo más nuevo de la escena musical independiente.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201710,25/10/2017,MIERCOLES,20.30 h,,CINE: El Cielo del Centauro ,Cine. Centro Cultural Recoleta, Junín 1930,Dentro del Ciclo de Cine Recoleta se presenta esta película de Hugo Santiago,DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201708,26/08/2017,JUEVES,19 h ,,MUSICA: Pachamama Cósmica,Patio del Aljibe. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo en el que la música de raíz y sus fusiones se encuentran con distintas expresiones artísticas (ritmo, dibujo, danza, arte contemporáneo), en Octubre se presentan: El Camino de Leda, Tributo Electrónico a Leda Valladares, Leo Martinelli (Tremor) + Soema Montenegro, El Remolón + Barbará Silva (Mamá Chabela), Pol Nada, Jin Yerei (Dj Set), Manada (Performance/Danza), Mati Bianchi (Vj)",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201710,27/10/2017,VIERNES,21 h,,CINE: El Teorema de Santiago,Cine. Centro Cultural Recoleta, Junín 1930,Dentro del Ciclo de Cine Recoleta se presenta esta película de Ignacio Masllorens y Estanislao Buisel,DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201710,28/10/2017,SABADO,15 h,,HIP HOP ,Patio del Aljibe y Sala 6. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Cultura Hip Hop, todos los sábados del año, jóvenes artistas nacionales comparten pista de baile, murales, bandejas, junto a Fuera de Límite Crew, cmo colectivo artístico resdente. ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201710,28/10/2017,SABADO,20 h,,CINE: El Espacio entre los dos.,Cine. Centro Cultural Recoleta, Junín 1930,Dentro del Ciclo de Cine Radar se presenta esta película de  Nadir Medina,DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201710,29/10/2017,DOMINGO,19 h,,CINE: Le Blu,Cine. Centro Cultural Recoleta, Junín 1930,Dentro del Ciclo de Cine Recoleta se presenta esta película de Guillermo Rovira,DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201711,01/11/2017,MIERCOLES,19 h,,"MÚSICA RADAR: Naub, Pommez Internacional, Peces Raros",Patio del Aljibe. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Radar Música,todos los miércoles del año se presentan distintas bandas que representan lo más nuevo de la escena musical independiente.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201711,02/11/2017,JUEVES,,,DANZA: Jira,Centro Cultural Recoleta, Junín 1930,"En e marco de Proyectos en Colaboración, se presenta la 3° Jornadas Internacionales el Ritmo en las Artes. Un Encuentro el que se trabajará sobre la percusión corporal, la rítmica Dalcroze, la didáctica del ser creativo, la improvisación y creación sonora, el montaje audiovisual, la escritura, la creación de beats, y más. Con docentes, investigadores, artistas locales y extranjeros, habrá workshops, clínicas, espectáculos, masterclasses, y ponencias en relación al ritmo en el arte. 2, 3 y 4 de Nov.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201711,02/11/2017,JUEVES,18 h,,PERFORMANCE: Día de los Muertos,Patio del Aljibe. Centro Cultural Recoleta, Junín 1930,"Celebración en el día de los muertos y los santos. A 17 años de la última celebración ideada en 1993 por Sebastián Linero, Alfredo Londaibere y Ariadna Pastorini, se realizará un nuevo evento con la participación de más de 100 artistas en una misma performance.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201711,03/11/2017,VIERNES,,,DANZA: Jira,Centro Cultural Recoleta, Junín 1930,"En e marco de Proyectos en Colaboración, se presenta la 3° Jornadas Internacionales el Ritmo en las Artes. Un Encuentro el que se trabajará sobre la percusión corporal, la rítmica Dalcroze, la didáctica del ser creativo, la improvisación y creación sonora, el montaje audiovisual, la escritura, la creación de beats, y más. Con docentes, investigadores, artistas locales y extranjeros, habrá workshops, clínicas, espectáculos, masterclasses, y ponencias en relación al ritmo en el arte. 2, 3 y 4 de Nov.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201711,03/11/2017,VIERNES,20. 30 h,,PERFORMANCE: Nomofobia,Hall del Recoleta.. Centro Cultural Recoleta, Junín 1930,"Una vuelta a la vida analógica. Performance de Marina Otero y David Gaitán. Los participantes reemplazarán el teléfono celular por auriculares mientras participan en el experimento de una fiesta diseñada. Por cada espectador, un destino posible. ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201711,03/11/2017,VIERNES,21 h,,CINE: El Futuro Perfecto,Hall del Recoleta. 20 30 h. Centro Cultural Recoleta, Junín 1930,Dentro del Ciclo de Cine Recoleta se presenta esta película de Nele Wohlatz,DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201711,04/11/2017,SABADO,,,DANZA: Jira,Centro Cultural Recoleta, Junín 1930,"En e marco de Proyectos en Colaboración, se presenta la 3° Jornadas Internacionales el Ritmo en las Artes. Un Encuentro el que se trabajará sobre la percusión corporal, la rítmica Dalcroze, la didáctica del ser creativo, la improvisación y creación sonora, el montaje audiovisual, la escritura, la creación de beats, y más. Con docentes, investigadores, artistas locales y extranjeros, habrá workshops, clínicas, espectáculos, masterclasses, y ponencias en relación al ritmo en el arte. 2, 3 y 4 de Nov.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201711,04/11/2017,SABADO,15 h,,HIP HOP ,Patio del Aljibe y Sala 6. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Cultura Hip Hop, todos los sábados del año, jóvenes artistas nacionales comparten pista de baile, murales, bandejas, junto a Fuera de Límite Crew, cmo colectivo artístico resdente. ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201711,04/11/2017,SABADO,20 h,,CINE:Ónix,Cine. Centro Cultural Recoleta, Junín 1930,Dentro del Ciclo de Cine Radar se presenta esta película de Nicolás Teté,DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201711,04/11/2017,SABADO,21, 3 h,Noche de los Museos,Centro Cultural Recoleta, Junín 1930,,DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201709,05/09/2017,DOMINGO,16 h ,,CLAVE 13/17,Patio del Aljibe y Sala 6. Centro Cultural Recoleta, Junín 1930,Ciclo creado para adolescentes de 13 a 17 años con diversas actividades,DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201711,05/11/2017,DOMINGO,19 h,,CINE: Es verdad pero no aquí,Hall del Recoleta. 20 30 h. Centro Cultural Recoleta, Junín 1930,Dentro del Ciclo de Cine Recoleta se presenta esta película de Luuk Bouwman,DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201711,08/11/2017,MIERCOLES,19 h,,"MÚSICA RADAR: Salvador Rivera, Nahuel Briones, Lucio Mantel",Patio del Aljibe. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Radar Música,todos los miércoles del año se presentan distintas bandas que representan lo más nuevo de la escena musical independiente.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201710,09/10/2017,JUEVES,1830 h,,LITERATURA: Coordenadas poéticas,Patio del Aljibe . Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Radar Literatura, se presentan, una vez al mes, distintos encuentros que fusionan la litratura, el teatro, el spoken word, la música,el dibujo, el free style y otras corrientes culturales. Curadoras este jueves: Tamara Grosso y Deborah Hadges",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201711,10/11/2017,VIERNES,20. 30 h,,PERFORMANCE: Nomofobia,Hall del Recoleta.. Centro Cultural Recoleta, Junín 1930,"Una vuelta a la vida analógica. Performance de Marina Otero y David Gaitán. Los participantes reemplazarán el teléfono celular por auriculares mientras participan en el experimento de una fiesta diseñada. Por cada espectador, un destino posible. ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201711,10/11/2017,VIERNES,21 h,,CINE: El Futuro Perfecto,Hall del Recoleta. 20 30 h. Centro Cultural Recoleta, Junín 1930,Dentro del Ciclo de Cine Recoleta se presenta esta película de Nele Wohlatz,DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201711,11/11/2017,SABADO,15 h,,HIP HOP ,Patio del Aljibe y Sala 6. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Cultura Hip Hop, todos los sábados del año, jóvenes artistas nacionales comparten pista de baile, murales, bandejas, junto a Fuera de Límite Crew, cmo colectivo artístico resdente. ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201711,11/11/2017,SABADO,20 h,,CINE:Ónix,Cine. Centro Cultural Recoleta, Junín 1930,Dentro del Ciclo de Cine Radar se presenta esta película de Nicolás Teté,DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201711,12/11/2017,DOMINGO,18 y 20 h,,TEATRO: Teatroxlaidentidad,"Patio del Aljibe, Sala 6. Centro Cultural Recoleta", Junín 1930,"Feria de Teatroxlaidentidad (Mágica y Misteriosa) Una Feria a la manera de los Carnival del siglo XIX, para sentir que la magia es posible pero también que os monstruos y seres fantásticos son parte de nuestros cotidiano y modelan nuestra identidad. Bienvenidos al mundo de atrás de los espejos. 12, 14, 15, 16 y 17 de Nov",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201711,12/11/2017,DOMINGO,19 h,,CINE: Es verdad pero no aquí,Hall del Recoleta. 20 30 h. Centro Cultural Recoleta, Junín 1930,Dentro del Ciclo de Cine Recoleta se presenta esta película de Luuk Bouwman,DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201711,14/11/2017,MARTES,20 h,,TEATRO: Teatroxlaidentidad,"Patio del Aljibe, Sala 6. Centro Cultural Recoleta", Junín 1930,"Feria de Teatroxlaidentidad (Mágica y Misteriosa) Una Feria a la manera de los Carnival del siglo XIX, para sentir que la magia es posible pero también que os monstruos y seres fantásticos son parte de nuestros cotidiano y modelan nuestra identidad. Bienvenidos al mundo de atrás de los espejos. 12, 14, 15, 16 y 17 de Nov",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201711,15/11/2017,MIERCOLES,20 h,,TEATRO: Teatroxlaidentidad,"Patio del Aljibe, Sala 6. Centro Cultural Recoleta", Junín 1930,"Feria de Teatroxlaidentidad (Mágica y Misteriosa) Una Feria a la manera de los Carnival del siglo XIX, para sentir que la magia es posible pero también que os monstruos y seres fantásticos son parte de nuestros cotidiano y modelan nuestra identidad. Bienvenidos al mundo de atrás de los espejos. 12, 14, 15, 16 y 17 de Nov",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201711,16/11/2017,JUEVES,20 h,,TEATRO: Teatroxlaidentidad,"Patio del Aljibe, Sala 6. Centro Cultural Recoleta", Junín 1930,"Feria de Teatroxlaidentidad (Mágica y Misteriosa) Una Feria a la manera de los Carnival del siglo XIX, para sentir que la magia es posible pero también que os monstruos y seres fantásticos son parte de nuestros cotidiano y modelan nuestra identidad. Bienvenidos al mundo de atrás de los espejos. 12, 14, 15, 16 y 17 de Nov",DGCCR,Recoleta,Comuna 2,1113.0,
-34.58665,-58.39156,201711,16/11/2017,JUEVES,21 h,,VISUALES RADAR: Los Colores del Campeón,Sala 7. Centro Cultural Recoleta, Junín 1931,Imágenes de Violencia sistémica y alienación se mezclan con instrucciones textuales sobre cómo ejercer (y recibir en el cuerpo propio) acciones coercitivas. Artista: Martín Bernstein. Curador: Alejo Ponce de León,DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201711,17/11/2017,VIERNES,19 y 21 h,,TEATRO: Teatroxlaidentidad,"Patio del Aljibe, Sala 6. Centro Cultural Recoleta", Junín 1930,"Feria de Teatroxlaidentidad (Mágica y Misteriosa) Una Feria a la manera de los Carnival del siglo XIX, para sentir que la magia es posible pero también que os monstruos y seres fantásticos son parte de nuestros cotidiano y modelan nuestra identidad. Bienvenidos al mundo de atrás de los espejos. 12, 14, 15, 16 y 17 de Nov",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201711,17/11/2017,VIERNES,20. 30 h,,PERFORMANCE: Nomofobia,Hall del Recoleta.. Centro Cultural Recoleta, Junín 1930,"Una vuelta a la vida analógica. Performance de Marina Otero y David Gaitán. Los participantes reemplazarán el teléfono celular por auriculares mientras participan en el experimento de una fiesta diseñada. Por cada espectador, un destino posible. ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201711,17/11/2017,VIERNES,21 h,,CINE: El Futuro Perfecto,Hall del Recoleta. 20 30 h. Centro Cultural Recoleta, Junín 1930,Dentro del Ciclo de Cine Recoleta se presenta esta película de Nele Wohlatz,DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201711,18/11/2017,SABADO,15 h,,HIP HOP ,Patio del Aljibe y Sala 6. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Cultura Hip Hop, todos los sábados del año, jóvenes artistas nacionales comparten pista de baile, murales, bandejas, junto a Fuera de Límite Crew, cmo colectivo artístico resdente. ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201711,18/11/2017,SABADO,20 h,,CINE:Ónix,Cine. Centro Cultural Recoleta, Junín 1930,Dentro del Ciclo de Cine Radar se presenta esta película de Nicolás Teté,DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201709,19/09/2017,DOMINGO,16 h ,,CLAVE 13/17,Patio del Aljibe y Sala 6. Centro Cultural Recoleta, Junín 1930,Ciclo creado para adolescentes de 13 a 17 años con diversas actividades,DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201711,19/11/2017,DOMINGO,19 h,,CINE: Es verdad pero no aquí,Hall del Recoleta. 20 30 h. Centro Cultural Recoleta, Junín 1930,Dentro del Ciclo de Cine Recoleta se presenta esta película de Luuk Bouwman,DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201711,22/11/2017,MIERCOLES,19 h,,"MÚSICA RADAR: Lovver Self, Contraste, Ese Perro, ",Patio del Aljibe. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Radar Música,todos los miércoles del año se presentan distintas bandas que representan lo más nuevo de la escena musical independiente.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201711,24/11/2017,VIERNES,20. 30 h,,PERFORMANCE: Nomofobia,Hall del Recoleta.. Centro Cultural Recoleta, Junín 1930,"Una vuelta a la vida analógica. Performance de Marina Otero y David Gaitán. Los participantes reemplazarán el teléfono celular por auriculares mientras participan en el experimento de una fiesta diseñada. Por cada espectador, un destino posible. ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201711,24/11/2017,VIERNES,21 h,,CINE: El Futuro Perfecto,Hall del Recoleta. 20 30 h. Centro Cultural Recoleta, Junín 1930,Dentro del Ciclo de Cine Recoleta se presenta esta película de Nele Wohlatz,DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201711,25/11/2017,SABADO,15 h,,HIP HOP ,Patio del Aljibe y Sala 6. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Cultura Hip Hop, todos los sábados del año, jóvenes artistas nacionales comparten pista de baile, murales, bandejas, junto a Fuera de Límite Crew, cmo colectivo artístico resdente. ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201711,25/11/2017,SABADO,20 h,,CINE:Ónix,Cine. Centro Cultural Recoleta, Junín 1930,Dentro del Ciclo de Cine Radar se presenta esta película de Nicolás Teté,DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201711,26/11/2017,DOMINGO,19 h,,CINE: Es verdad pero no aquí,Hall del Recoleta. 20 30 h. Centro Cultural Recoleta, Junín 1930,Dentro del Ciclo de Cine Recoleta se presenta esta película de Luuk Bouwman,DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201711,29/11/2017,MIERCOLES,19 h,,"MÚSICA RADAR: El caso Marina Peque, Los Labios, Villa Diamante Live Set",Patio del Aljibe. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Radar Música,todos los miércoles del año se presentan distintas bandas que representan lo más nuevo de la escena musical independiente.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201711,30/11/2017,JUEVES,19 h ,,MUSICA: Pachamama Cósmica,Patio del Aljibe. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo en el que la música de raíz y sus fusiones se encuentran con distintas expresiones artísticas (ritmo, dibujo, danza, arte contemporáneo), en Noviembre se presentan: Ensamble Folklórico Digital, Manada (Performance), Lula del Cráneo (Vj) Barda (Dj) Santi Pozzi (Puesta Visual)",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201712,01/12/2017,VIERNES,21 h,,"CINE: La organización Negra / ejercicio documental, de Julieta Rocco",Cine. Centro Cultural Recoleta, Junín 1930,El Recoleta generó un nuevo espacio para el cine argentino. Una sucesión de proecciones y charlas con directores para contagiar la fasinación por nuestro cine. El Ciclo Bises 2017 revive alguna de las películas que agitaron la sala y las mentes este año.  ,DGCCR,Recoleta,Comuna 2,1113.0,
